"Program","xPONENT","","Intelliflex"
"Build","2.1.1015"
"Date","2025-05-07","12:07"



"SN","IFLEXS22334001"
"Batch","Mouse Metabolic 5-7-25"
"Version","1"
"Operator",""
"ComputerName","INTELLIFLEX-PC"
"Country Code","409"
"ProtocolName",""
"ProtocolVersion","N/A"
"ProtocolDescription",""
"ProtocolDevelopingCompany",""
"PanelName","Mouse Metabolic MMHE-44K [v1]"
"MaxSampleUptakeVolume","50 ul"
"DDGate","8000 to 15000"
"SampleTimeout","50 sec"
"BatchStartTime","2025-05-07 11:33"
"BatchStopTime","2025-05-07 12:06"
"BatchDescription",""
"ProtocolPlate","Name","","Type","96","Plates","1"
"ProtocolMicrosphere","Map","","Type","","Count",""
"ProtocolAnalysis","Off"
"NormBead","None"
"ProtocolHeater","Off"
"ProtocolOperatingMode","xMAP INTELLIFLEX® High Sensitivity"
"BeadType","MagPlex"
"PrePlateRoutine",""
"PostPlateRoutine","Wash"
"PostWellRoutine",""
"PlateReadDirection","Vertical"


"Most Recent Calibration and Control Results:"
"Last Calibration","Calibrated 05/07/2025 10:49"
"Last Verification","Verified 05/07/2025 10:53"
"Last Fluidics Test","Verified 05/07/2025 10:55"

"CALInfo:"
"Classification Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1 Calibrated","CL1 Gain Final Volts","CL2 Calibrated","CL2 Gain Final Volts","CL3 Calibrated","CL3 Gain Final Volts","EDR Gain Calibrated","EDR Gain Final Volts","Lx200 RP1 High Gain Calibrated","Lx200 RP1 High Gain Final Volts","Lx200 RP1 Low Gain Calibrated","Lx200 RP1 Low Gain Final Volts","DDMag Calibrated","DDMag Gain Final Volts","DDMicro Calibrated","DDMicro Gain Final Volts","Standard RP1 Gain Calibrated","Standard RP1 Gain Final Volts"
"C07684","07/09/2026 00:00","05/07/2025 10:49","True","82.50","True","86.38","True","82.09","True","83.68","True","564.28","True","459.32","True","55.08","True","83.64","True","578.18"

"Samples","96","Min Events","","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","C-peptide","Ghrelin","GIP total","GLP-1 total","IL-6","Glucagon","Insulin","Leptin","MCP-1","Secretin","PP","PYY","Resistin","TNFa","Amylin","Total Events"
"31(1,G4)","Unknown5","12059.24316","1457.15234","7259.52539","2251.01855","1346.49768","4659.17627","19189.94336","95623.30469","1064.56885","1810.21558","2836.88037","2525.93066","108597.17188","2354.96387","1271.87805","996"
"32(1,H4)","Unknown6","22604.10742","1810.75879","19398.00977","2948.63672","1635.99976","12823.27051","32798.68359","170090.26562","1141.94995","1191.71594","3893.67725","4374.16895","210000.73438","3174.32886","1198.9563","1068"
"33(1,A5)","Unknown7","8496.75879","1348.54199","4187.39551","1130.27332","890.64038","1469.01038","8302.23633","112917.38281","1245.7771","926.96283","2843.96631","1333.53809","114661.85938","3466.27661","1289.29248","973"
"34(1,B5)","Unknown8","7237.45996","1537.43726","13155.98047","4027.54785","1174.08069","7455.56934","7873.48682","100847.96094","897.22418","1683.02222","2323.86792","2659.05688","188631","2532.39771","1378.52502","1155"
"35(1,C5)","Unknown9","20783.5625","1147.8125","14210.88477","2389.85132","1162.40637","13077.97656","30734.39258","140590.875","1075.92932","1238.51221","3377.92505","4426.55762","250725.89062","3296.56348","1492.49414","1107"
"36(1,D5)","Unknown10","30799.9082","1789.94751","44384.24219","5387.87842","925.36951","44930.97656","59985.37109","140448.9375","1314.11572","3116.521","2771.63867","10134.9248","153033.5625","3213.44727","1526.39734","1116"
"37(1,E5)","Unknown11","7440.7041","1069.5564","13448.2168","3536.11987","886.24591","16682.73633","21433.79688","104306.33594","1107.41785","1022.89868","2798.96045","4343.6626","121598.60938","2349.5415","1110.63464","1022"
"38(1,F5)","Unknown12","27235.75586","1790.94592","12726.43164","5184.13965","1089.72107","7305.625","42915.97266","57305.37891","1443.7793","2100.8855","4003.55518","7702.95752","197673.3125","2200.05591","2817.47021","1013"
"39(1,G5)","Unknown13","9490.8916","2353.23779","21332.49609","5135.7627","1028.32727","51741.86719","52297.3125","146016.0625","1336.6554","2183.22607","3888.23657","5883.0835","192320.07812","2954.44946","1273.1947","1297"
"40(1,H5)","Unknown14","7661.98291","1351.25879","19366.47852","2710.32153","1185.87109","8124.89404","22309.29883","145834.625","1672.23132","1189.67834","3487.21948","6593.08887","224543.75","3269.72192","1876.74658","1196"
"41(1,A6)","Unknown7","7169.69092","1239.448","3590.14648","1608.05542","922.61658","1965.6167","8937.08789","105506.5625","1077.62012","1197.7356","2243.12891","1862.41089","153801.21875","3178.2854","1238.02368","1303"
"42(1,B6)","Unknown8","6425.22266","2159.41504","12314.92773","3362.98975","1026.20776","6676.11865","7023.58008","104124.23438","1039.97363","1607.89429","2039.71094","2189.52075","188531.4375","2686.01001","1112.70691","1152"
"43(1,C6)","Unknown9","22359.12109","1348.11023","7484.98975","1943.90808","1542.03357","9137.19141","26670.68555","138751.57812","1203.12512","1393.00366","2414.93701","3911.20581","206329.96875","3524.05103","1556.72571","1139"
"44(1,D6)","Unknown10","30874.59961","2257.62207","32138.73828","6827.53076","1101.54309","48412.26562","75755.5625","139597","1279.63867","2942.06592","3093.698","10016.97852","165819.04688","3238.9375","1764.72791","1205"
"45(1,E6)","Unknown11","5581.94336","1333.88672","9436.94531","2992.60181","883.23572","9897.65918","12247.33496","107649.28906","1060.3457","1101.9259","2552.12646","3043.0813","106721.77344","2462.95874","1028.66931","996"
"46(1,F6)","Unknown12","27359.21094","1239.0083","10690.81348","5378.53613","1019.61755","6277.27832","38398.82812","79836.44531","1285.32715","2460.2688","2920.98584","6868.95557","224968.03125","2080.51172","1211.55847","1117"
"47(1,G6)","Unknown13","8988.86133","2610.19531","14301.25684","3241.79468","850.14734","29343.63477","46877.5","125288.25781","1206.46814","1160.37329","2064.20459","3822.56641","182070.4375","2386.37476","1097.14868","1181"
"48(1,H6)","Unknown14","7073.23242","1394.48975","11777.0918","2739.97314","1398.79993","7468.42285","20226.28125","155710.39062","1344.42932","1311.92126","2427.56763","5906.52686","246262.60938","2897.88477","1314.37939","952"
"49(1,A7)","Unknown15","19375.06055","2570.88086","7590.56738","5468.31543","2087.28369","2098.06763","53007.0625","112799.07812","1636.42065","2698.12476","3782.04272","3285.57642","135388.8125","2226.3457","1986.43665","708"
"50(1,B7)","Unknown16","18971.76562","1177.0614","27534.0957","5492.93066","1308.43396","5709.79785","22135.79102","185593.32812","1003.34894","1611.62793","3620.854","4404.125","265347.6875","3045.93066","1872.83203","1006"
"51(1,C7)","Unknown17","15275.7832","1139.9613","10696.13574","3339.59229","809.75177","12016.87305","13280.37012","149534.21875","1195.66748","1464.83203","2452.57593","5308.9458","228406","4460.42188","1064.12268","1127"
"52(1,D7)","Unknown18","19898.78516","1402.64868","27160.36133","7001.07764","1764.31165","28283.49414","15883.08789","177227.26562","938.75806","1010.69135","3648.12549","5877.64062","193254.96875","4068.97241","1563.54224","1051"
"53(1,E7)","Unknown19","9639.57324","1388.3811","17140.00391","2862.71362","962.3111","20445.53906","6980.04492","121780.46094","908.58698","1550.72168","1959.09546","5017.75","160313.39062","1221.89587","1346.85278","1101"
"54(1,F7)","Unknown20","9034.55273","1681.99023","34410.625","3710.21094","1060.39502","20203.88672","8068.95361","165232.92188","1074.00195","1275.1908","2333.65674","4166.36084","200327.96875","1334.4198","1475.04529","1075"
"55(1,G7)","Unknown21","59468.16797","1301.7771","5239.12646","3536.17627","823.37054","4320.48389","91077.46875","135536.5","1493.0332","1555.59351","4205.5459","1701.71472","204663.01562","2310.80005","1546.8208","1236"
"56(1,H7)","Unknown22","84086.36719","2151.51953","20269.12305","11544.86523","1000.42725","6590.41504","156472.51562","190871.04688","1802.0647","1689.34998","4453.18994","5024.44824","260092.54688","2430.5166","5525.92871","1031"
"57(1,A8)","Unknown15","16591.25977","2088.95361","4114.95654","2820.7561","1123.3291","1751.34338","42593.00391","118174.6875","1626.81775","1238.03711","3106.33594","2817.27344","107681.67188","2238.65186","1282.1604","1091"
"58(1,B8)","Unknown16","15738.8252","1524.25928","20832.95508","5840.37451","925.65552","5722.05762","30033.93164","173550.92188","1163.93909","1859.70825","3168.96338","4615.53809","223150.96875","3179.71411","1503.34729","1057"
"59(1,C8)","Unknown17","18321.25977","1423.37549","13550.37207","4262.10986","1025.3822","13075.71387","17367.48828","141644.28125","1316.67212","1877.03357","3163.99561","5494.35938","205855.15625","3717.69727","1518.20642","1069"
"60(1,D8)","Unknown18","25521.87305","1583.49072","35408.58594","8315.40625","2024.59155","31372.82227","18523.44336","218539.54688","1157.72778","1763.31128","3422.51416","5233.90234","221865.84375","4425.25537","1690.3219","1120"
"61(1,E8)","Unknown19","12400.71973","2510.66553","24949.4375","4147.10498","1192.2511","20343.42969","7760.57764","96179.4375","1180.66675","2456.76392","4762.23535","6547.76172","207688.96875","1423.21399","1877.82007","1063"
"62(1,F8)","Unknown20","8200.20703","2046.74939","25637.36133","3873.40186","740.98108","18615.51172","6871.91895","138010.48438","1023.67334","1418.5061","3748.49048","3281.99756","202319.6875","1041.0531","1503.87891","1101"
"63(1,G8)","Unknown21","62921.27344","1583.72375","7584.69922","3691.66138","875.9176","5018.78857","96168.1875","167203.01562","1056.79272","1281.83154","2858.71973","2115.00317","222750.46875","2154.21924","1233.59326","1084"
"64(1,H8)","Unknown22","88897.92188","2540.01221","23019.12109","13594.17969","1635.30579","7518.44482","176868.1875","151052.5","1302.01831","1832.23657","3668.90845","5715.57568","289863.53125","2523.2771","2942.69702","1092"
"65(1,A9)","Unknown23","40949.86719","1897.45667","44783.52344","10552.17969","1555.48145","62880.00781","72113.10938","181876.75","1658.99841","2908.8396","5894.17432","9080.01758","190619.21875","2713.13452","3011.89062","1208"
"66(1,B9)","Unknown24","12043.25488","3417.80762","10610.25","7198.44824","1006.14685","24727.41992","13459.02539","103634.48438","1899.81836","1651.39465","2830.55444","5471.38281","240529.42188","2637.32568","1648.1095","1090"
"67(1,C9)","Unknown25","10166.68652","1156.27283","24035.49609","2075.55591","1270.23669","12486.32227","9120.59082","116038.46094","1189.99182","1280.27441","2858.40454","5136.96045","122515.25781","3788.0542","1436.94885","1018"
"68(1,D9)","Unknown26","58247.92188","1476.96094","26173.46094","2853.48267","948.7348","52806.74219","77210.5","177839.45312","1280.15845","1720.97412","3445.03174","7834.75342","241310.89062","3804.6958","3790.63574","974"
"69(1,E9)","Unknown27","13937.84863","1755.68054","14492.32324","4212.09277","974.66357","15175.62207","14427.33789","122550.80469","1122.92566","2709.13501","3220.23828","6255.0332","183162.9375","3120.56128","2518.1084","1111"
"70(1,F9)","Unknown28","18463.77344","6599.47021","12233.29199","2656.54736","1440.51794","13247.36719","26324.06641","112905.10938","1319.26599","1310.29871","2158.47021","2926.22266","214483.39062","2402.54004","982.51221","971"
"71(1,G9)","Unknown29","6468.18994","1730.80554","24043.35547","7612.47803","1026.52722","37626.61719","17008.91992","125242.28906","1398.4043","1463.70618","2450.75586","4469.21631","230206.28125","2832.3291","1566.06934","1215"
"72(1,H9)","Unknown30","3809.99609","1571.64478","18173.54688","2099.39307","984.8136","10714.08398","21218.76953","156315.29688","1261.50806","1445.67224","4418.27686","6516.91602","243658.5","3380.62451","1522.22412","1002"
"73(1,A10)","Unknown23","39541.87109","2326.58081","40123.34375","11526.57129","1524.39014","51103.19922","66358.07031","160146.92188","2589.47754","3533.58887","5543.59619","11587.47461","191703.10938","2947.51709","2362.70679","1034"
"74(1,B10)","Unknown24","9962.08789","3423.52393","8068.23633","6827.61475","1013.93323","18234.55664","13376.11426","115878.39062","1005.33185","2068.47192","2514.64209","4443.57031","229683","2482.15552","1574.8988","977"
"75(1,C10)","Unknown25","15547.26465","2073.448","41147.10156","5167.13818","1212.69006","29418.22656","20415.69727","152865.35938","1981.65564","1461.21582","2946.75952","10040.27148","224512.07812","4787.04346","1795.41223","1145"
"76(1,D10)","Unknown26","44901.68359","1521.01904","21186.7832","4001.47534","1214.43335","46134.74219","82222.78906","188533.64062","1447.38879","1902.60535","3155.78442","6688.72461","251503.10938","3607.19458","5839.71387","1030"
"77(1,E10)","Unknown27","15738.79004","3938.01904","20889.04883","7309.18164","925.16675","18316.56641","17494.10938","132106.40625","957.77393","1929.84424","3789.89648","4341.73096","262388.875","3127.9248","1923.40002","1120"
"78(1,F10)","Unknown28","24715.04102","4518.41797","23950.25977","7047.57764","1012.95099","17119.74219","40489.20312","118713.14844","1195.76086","1558.65332","2793.62158","4326.4209","234224.125","2368.3894","2010.09167","1174"
"79(1,G10)","Unknown29","5415.28467","1641.2135","33392.99609","12044.04297","1053.94385","57168.46484","15648.51074","119766.125","1545.90637","1662.2301","3544.46582","5511.39307","239288.01562","2638.98413","1873.37744","1073"
"80(1,H10)","Unknown30","3869.48657","796.95386","22256.86328","3528.53687","1327.3031","11966.98535","28961.69922","141058.4375","971.36505","1520.14172","2917.20581","7751.7334","294976.625","3803.19824","1307.9353","1096"
"81(1,A11)","Unknown31","29743.86914","1662.18469","9523.09277","5665.12305","663.09882","7811.47314","49639.56641","121027.29688","1066.87915","1341.06592","2591.68286","3675.88745","191052.0625","5579.15283","2188.2334","1338"
"82(1,B11)","Unknown32","10203.85547","1172.38574","6459.69971","21540.16016","1188.93164","4610.48242","5689.2373","126871.96875","1533.89661","2959.16504","3057.74438","4383.59863","274177.84375","5688.4209","1963.5874","1023"
"83(1,C11)","Unknown33","24458.71289","1698.74329","30318.57422","6834.23779","922.39301","18685.4707","34200.53906","159246.98438","1057.37451","1846.62109","3720.69897","10055.16113","245365.46875","4625.35449","2274.72119","1149"
"84(1,D11)","Unknown34","48429.68359","2770.72827","28347.62695","8960.92969","1316.23169","37012.48047","105943.77344","139105.67188","2030.93298","2553.47803","3548.20215","6123.5957","207693.85938","2619.42334","4221.09229","1201"
"85(1,E11)","Unknown35","18623.81641","1159.86316","19371.08203","5171.20557","1036.40759","40637.22656","31888.42578","101708.35156","833.22821","1382.39392","2682.72827","4382.22363","153209.39062","2782.03223","1460.12109","1029"
"86(1,F11)","Unknown36","22023","2103.79834","15226.13379","13484.85254","1109.91675","16582.3457","13325.61523","127433.125","1258.02051","5151.29395","2487.35767","11170.57617","316820.25","3822.12183","901.867","1184"
"87(1,G11)","Unknown37","103854.32031","1335.43848","6109.86963","10017.98633","1398.27307","6378.39355","151935.85938","81875.60938","1676.2915","1070.10608","3619.85718","2840.28149","200898.39062","2566.91748","2198.00391","1155"
"88(1,H11)","Unknown38","24081.36719","5201.24854","24767.77539","8042.99951","4262.49658","22929.4082","15798.06348","67784.77344","2241.51025","4379.05029","7055.71729","5393.36816","247034.39062","9290.90625","3853.44873","406"
"89(1,A12)","Unknown31","23420.33008","1526.85974","7729.72559","2557.9729","871.22986","4395.90869","41023.87891","126987.99219","1117.68225","1537.40662","2508.51636","3271.73706","165760.4375","4084.01465","1292.15881","1032"
"90(1,B12)","Unknown32","5878.80859","1271.53833","3094.49146","7309.30176","1161.27686","2400.85913","4728.59473","108293.25","977.61835","1672.2782","2005.64929","2378.82788","333147.71875","4461.56445","1447.70642","1332"
"91(1,C12)","Unknown33","17358.43555","1195.00061","14743.75391","1615.50732","862.72418","10365.44336","19516.61328","151915.4375","909.36646","960.99182","2529.30322","5100.73535","240808.04688","3941.64331","798.9892","893"
"92(1,D12)","Unknown34","33078.63281","1510.34253","15982.89453","2450.88867","813.41956","17274.59961","80079.63281","123642.05469","863.97351","992.77728","3054.68921","4256.49609","182549.57812","1894.86975","1392.06409","1029"
"93(1,E12)","Unknown35","20817.63672","1075.3988","17950.88867","3809.03442","968.48883","34360.58984","35537.3125","125214.42969","1081.9939","1432.84998","1989.29077","4296.75537","168901.67188","3209.81177","916.51147","1133"
"94(1,F12)","Unknown36","15859.16016","2105.30029","12752.53125","8219.08398","973.72607","9817.91309","7957.06738","125542","1066.75879","3912.21143","2635.10693","8729.83301","268649.8125","3612.01172","1220.96436","1090"
"95(1,G12)","Unknown37","90623.17188","1394.2262","6234.13574","6098.20752","1570.87146","4201.07812","105268.42969","83642.73438","1093.03882","1253.96509","2754.45923","2378.79004","175662.3125","3066.7666","1993.02478","1170"
"96(1,H12)","Unknown38","26011.47266","3802.80713","21712.67969","8637.35254","1423.25879","28344.97266","17649.76172","76637.32031","1349.93445","2688.14746","2781.38281","5718.77295","274483.4375","5062.68848","2718.65674","1015"


"DataType:","Trimmed Mean"
"Location","Sample","C-peptide","Ghrelin","GIP total","GLP-1 total","IL-6","Glucagon","Insulin","Leptin","MCP-1","Secretin","PP","PYY","Resistin","TNFa","Amylin","Total Events"
"1(1,A1)","Standard1","292491.34375","677949.375","579862.3125","855547.4375","736886.25","2843528.75","1162790.5","501226.09375","852611.125","299166.25","510206.59375","529668.1875","1119812","563933.5","954240.125","1168"
"2(1,B1)","Standard2","239522.71875","418282","250323.84375","668882.25","340467.40625","2582877","778676.5625","442894.1875","466798.65625","254019.09375","326199.3125","388201.625","728598.3125","263692.4375","650984.875","1061"
"3(1,C1)","Standard3","146889.64062","229753.67188","72969.9375","238990.46875","115844.23438","1425794","527642.5","237897.125","135136.4375","172869.57812","126376.74219","266737.40625","453803.78125","87348.26562","230879.5625","1075"
"4(1,D1)","Standard4","47461.57422","63086.95703","25426.39062","55651.93359","36099.49609","317450.65625","193066.79688","93577.79688","29303.83203","71049.6875","31131.66992","48188.28906","147126.51562","30124.99219","67215.3125","1158"
