MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,29,21,9.66,4.25,NA,8/26/24,,13.41,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,29,21,13.33,5.01,NA,8/26/24,,14.45,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,29,21,13.22,5.52,NA,8/26/24,,13.95,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,29,21,14.06,5.07,NA,8/26/24,,16.24,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,29,21,12.74,4.81,NA,8/26/24,,16.38,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,29.3,21.3,12.17,8.22,20.4,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,29.3,21.3,10.67,5.35,23.1,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,29.3,21.3,14.04,9.76,21.3,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,29.3,21.3,14.5,10.75,20.8,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,29.3,21.3,10.79,5.65,22.9,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,29.3,21.3,10,4.68,22.8,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,29.3,21.3,10.75,5.78,23,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,29.3,21.3,12.16,7.27,22.9,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,29.3,21.3,15.26,10.3,21.1,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,29.3,21.3,14.55,9.19,21.5,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,29.3,21.3,12.34,8.35,19.1,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,29.3,21.3,11.7,6.96,20.3,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,29.3,21.3,13.65,8.62,32.3,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,29.3,21.3,13.73,9.15,29,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,29.3,21.3,13.08,7.64,29.6,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,29.3,21.3,13.43,7.32,32.7,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,29.3,21.3,13.87,7.15,32.2,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,29.3,21.3,13.42,7.9,33.9,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,29.3,21.3,13.03,7.52,31.9,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,29.3,21.3,13.41,8.94,27.4,8/28/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,29.3,21.3,14.45,8.51,27.9,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,29.3,21.3,13.95,7.85,29.8,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,29.3,21.3,16.24,10.19,34.7,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,29.3,21.3,16.38,10.43,28.4,8/28/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,29.5,21.5,8.22,4.28,NA,8/30/24,,10.65,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,29.5,21.5,8.76,4.4,NA,8/30/24,,10.46,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,29.5,21.5,9.76,5.62,NA,8/30/24,,10.84,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,29.5,21.5,10.75,7.2,NA,8/30/24,,9.75,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,29.5,21.5,9.35,5.48,NA,8/30/24,,10.86,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,29.5,21.5,8.13,4.54,NA,8/30/24,,10.13,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,29.5,21.5,9.34,6.04,NA,8/30/24,,10.92,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,29.5,21.5,7.27,5.31,NA,8/30/24,,9.72,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,29.5,21.5,10.3,6.38,NA,8/30/24,,10.31,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,29.5,21.5,9.19,4.54,NA,8/30/24,,10.9,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,29.5,21.5,8.35,3.76,NA,8/30/24,,12.46,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,29.5,21.5,6.96,1.67,NA,8/30/24,,11.82,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,29.5,21.5,8.62,4.75,NA,8/30/24,,9.93,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,29.5,21.5,9.15,4.58,NA,8/30/24,,11.11,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,29.5,21.5,7.64,5.05,NA,8/30/24,,10.96,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,29.5,21.5,7.32,4.64,NA,8/30/24,,10.02,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,29.5,21.5,10.84,6.12,NA,8/30/24,,10.91,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,29.5,21.5,7.9,4.76,NA,8/30/24,,9.52,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,29.5,21.5,7.52,4.22,NA,8/30/24,,10.31,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,29.5,21.5,8.94,5.97,NA,8/30/24,,10.36,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,29.5,21.5,8.51,2.01,NA,8/30/24,,14.1,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,29.5,21.5,11.73,6.17,NA,8/30/24,,15.12,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,29.5,21.5,10.19,4.4,NA,8/30/24,,12.94,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,29.5,21.5,10.43,5.66,NA,8/30/24,,12.2,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,30,22,10.65,4.95,NA,9/2/24,,13.61,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,30,22,10.46,3.96,NA,9/2/24,,12.43,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,30,22,10.84,4.28,NA,9/2/24,,14.42,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,30,22,9.75,4.47,NA,9/2/24,,13.44,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,30,22,10.86,3.86,NA,9/2/24,,14.29,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,30,22,10.13,2.07,NA,9/2/24,,14.61,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,30,22,10.92,3.97,NA,9/2/24,,13.54,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,30,22,9.72,3.15,NA,9/2/24,,14.63,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,30,22,10.31,3.06,NA,9/2/24,,13.8,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,30,22,10.9,2.71,NA,9/2/24,,14.16,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,30,22,12.46,6.25,NA,9/2/24,,13.22,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,30,22,11.82,5.01,NA,9/2/24,,13.35,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,30,22,9.93,2.65,NA,9/2/24,,13.91,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,30,22,11.11,5.59,NA,9/2/24,,13.81,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,30,22,10.96,4.63,NA,9/2/24,,13.65,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,30,22,10.02,3.49,NA,9/2/24,,13.78,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,30,22,10.91,3.48,NA,9/2/24,,15.19,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,30,22,9.52,1.76,NA,9/2/24,,14.48,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,30,22,10.31,2.9,NA,9/2/24,,14,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,30,22,10.36,2.79,NA,9/2/24,,13.82,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,30,22,14.1,5.46,NA,9/2/24,,16.13,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,30,22,15.12,8.19,NA,9/2/24,,13.68,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,30,22,12.94,3.48,NA,9/2/24,,16.17,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,30,22,12.2,4.34,NA,9/2/24,,14.68,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,30.3,22.3,13.61,10.08,20.2,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,30.3,22.3,12.43,7.76,23.6,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,30.3,22.3,14.42,10.06,21.9,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,30.3,22.3,13.44,9.83,20.8,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,30.3,22.3,14.29,9,23.8,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,30.3,22.3,14.61,10.17,23.1,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,30.3,22.3,13.54,10.43,22.4,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,30.3,22.3,14.63,9.73,23,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,30.3,22.3,13.8,7.85,21.4,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,30.3,22.3,14.16,9.87,21.3,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,30.3,22.3,13.22,9.5,19.1,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,30.3,22.3,13.35,9.32,20.5,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,30.3,22.3,13.91,8.23,33.3,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,30.3,22.3,13.81,9.23,25.4,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,30.3,22.3,13.65,8.36,29.1,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,30.3,22.3,13.78,7.93,33,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,30.3,22.3,15.19,9.42,33.5,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,30.3,22.3,14.48,9.41,34.4,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,30.3,22.3,14,7.58,33.3,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,30.3,22.3,13.82,10.12,28,9/4/24,,,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,30.3,22.3,16.13,10.41,27.6,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,30.3,22.3,13.68,8.71,29.3,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,30.3,22.3,16.17,10.26,34.8,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,30.3,22.3,14.68,10.1,28,9/4/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,30.5,22.5,10.08,6.3,NA,9/6/24,,13,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,30.5,22.5,7.76,4.14,NA,9/6/24,,10.53,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,30.5,22.5,10.06,7.02,NA,9/6/24,,10.53,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,30.5,22.5,9.83,6.15,NA,9/6/24,,10.54,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,30.5,22.5,9,5.98,NA,9/6/24,,10.23,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,30.5,22.5,10.17,6.4,NA,9/6/24,,10.75,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,30.5,22.5,10.43,5.91,NA,9/6/24,,13.7,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,30.5,22.5,9.73,6.56,NA,9/6/24,,10.35,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,30.5,22.5,7.85,3.38,NA,9/6/24,,15.33,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,30.5,22.5,9.87,4,NA,9/6/24,,16.32,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,30.5,22.5,9.5,4.86,NA,9/6/24,,15.81,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,30.5,22.5,9.32,3.99,NA,9/6/24,,15.45,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,30.5,22.5,8.23,4.93,NA,9/6/24,,11.59,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,30.5,22.5,9.23,5.39,NA,9/6/24,,10.62,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,30.5,22.5,8.36,5.27,NA,9/6/24,,13.44,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,30.5,22.5,7.93,4.64,NA,9/6/24,,17.34,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,30.5,22.5,9.42,5.31,NA,9/6/24,,10.8,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,30.5,22.5,9.41,5.81,NA,9/6/24,,13.97,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,30.5,22.5,7.58,3.63,NA,9/6/24,,12.04,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,30.5,22.5,10.12,6.53,NA,9/6/24,,10.6,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,30.5,22.5,10.41,4.39,NA,9/6/24,,15.96,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,30.5,22.5,8.71,3.57,NA,9/6/24,,12.83,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
